data_key,data_period,Prorrata
925,14,12.985527276804849
925,15,12.949899264805655
925,16,13.286330466411108
925,17,12.656485530269833
925,18,14.42103170626607
925,19,16.13265941273765
939,9,3.0
939,10,0.0
939,11,0.0
939,12,0.0
939,13,0.0
939,14,0.0
939,15,0.0
939,16,0.0
939,17,0.0
939,18,0.0
939,19,0.0
967,9,28.0
967,10,22.33631205641413
967,11,20.428457525677892
967,12,18.965208844998994
967,13,15.426922440081118
967,14,15.369607281290184
967,15,15.294788456091869
967,16,16.001293979463327
967,17,14.678619613566656
967,18,20.384166583158752
967,19,23.97858476674907
1009,17,0.0
1023,9,4.0
1023,10,3.14831760246829
1023,11,2.861422184312465
1023,12,2.641384788721653
1023,13,2.109311645124979
1023,14,2.1006928242541627
1023,15,2.0894418730965216
1023,16,2.195683305182455
1023,17,1.9967849042957375
1023,18,2.554010012505075
1023,19,3.0945240250750463
1065,9,25.0
1065,10,19.46406441604389
1093,9,2.8
1093,10,1.522476403702435
